"","truth","N","ICC","rsr","assumed","df","fname"
"291","ALD",25,0.1,1,"DP-diffuse",5,"ALD_25_0.1_1_DP-diffuse"
"292","ALD",25,0.1,1,"DP-EB",5,"ALD_25_0.1_1_DP-EB"
"293","ALD",25,0.1,5,"Gaussian",5,"ALD_25_0.1_5_Gaussian"
"294","ALD",25,0.1,5,"T",5,"ALD_25_0.1_5_T"
"295","ALD",25,0.1,5,"DP-diffuse",5,"ALD_25_0.1_5_DP-diffuse"
"296","ALD",25,0.1,5,"DP-EB",5,"ALD_25_0.1_5_DP-EB"
"297","ALD",25,0.1,10,"Gaussian",5,"ALD_25_0.1_10_Gaussian"
"298","ALD",25,0.1,10,"T",5,"ALD_25_0.1_10_T"
"299","ALD",25,0.1,10,"DP-diffuse",5,"ALD_25_0.1_10_DP-diffuse"
"300","ALD",25,0.1,10,"DP-EB",5,"ALD_25_0.1_10_DP-EB"
"301","ALD",25,0.5,1,"Gaussian",5,"ALD_25_0.5_1_Gaussian"
"302","ALD",25,0.5,1,"T",5,"ALD_25_0.5_1_T"
"303","ALD",25,0.5,1,"DP-diffuse",5,"ALD_25_0.5_1_DP-diffuse"
"304","ALD",25,0.5,1,"DP-EB",5,"ALD_25_0.5_1_DP-EB"
"305","ALD",25,0.5,5,"Gaussian",5,"ALD_25_0.5_5_Gaussian"
"306","ALD",25,0.5,5,"T",5,"ALD_25_0.5_5_T"
"307","ALD",25,0.5,5,"DP-diffuse",5,"ALD_25_0.5_5_DP-diffuse"
"308","ALD",25,0.5,5,"DP-EB",5,"ALD_25_0.5_5_DP-EB"
"309","ALD",25,0.5,10,"Gaussian",5,"ALD_25_0.5_10_Gaussian"
"310","ALD",25,0.5,10,"T",5,"ALD_25_0.5_10_T"
"311","ALD",25,0.5,10,"DP-diffuse",5,"ALD_25_0.5_10_DP-diffuse"
"312","ALD",25,0.5,10,"DP-EB",5,"ALD_25_0.5_10_DP-EB"
"313","ALD",25,0.9,1,"Gaussian",5,"ALD_25_0.9_1_Gaussian"
"314","ALD",25,0.9,1,"T",5,"ALD_25_0.9_1_T"
"315","ALD",25,0.9,1,"DP-diffuse",5,"ALD_25_0.9_1_DP-diffuse"
"316","ALD",25,0.9,1,"DP-EB",5,"ALD_25_0.9_1_DP-EB"
"317","ALD",25,0.9,5,"Gaussian",5,"ALD_25_0.9_5_Gaussian"
"318","ALD",25,0.9,5,"T",5,"ALD_25_0.9_5_T"
"319","ALD",25,0.9,5,"DP-diffuse",5,"ALD_25_0.9_5_DP-diffuse"
"320","ALD",25,0.9,5,"DP-EB",5,"ALD_25_0.9_5_DP-EB"
"321","ALD",25,0.9,10,"Gaussian",5,"ALD_25_0.9_10_Gaussian"
"322","ALD",25,0.9,10,"T",5,"ALD_25_0.9_10_T"
"323","ALD",25,0.9,10,"DP-diffuse",5,"ALD_25_0.9_10_DP-diffuse"
"324","ALD",25,0.9,10,"DP-EB",5,"ALD_25_0.9_10_DP-EB"
"325","ALD",50,0.1,1,"Gaussian",5,"ALD_50_0.1_1_Gaussian"
"326","ALD",50,0.1,1,"T",5,"ALD_50_0.1_1_T"
"327","ALD",50,0.1,1,"DP-diffuse",5,"ALD_50_0.1_1_DP-diffuse"
"328","ALD",50,0.1,1,"DP-EB",5,"ALD_50_0.1_1_DP-EB"
"329","ALD",50,0.1,5,"Gaussian",5,"ALD_50_0.1_5_Gaussian"
"330","ALD",50,0.1,5,"T",5,"ALD_50_0.1_5_T"
"331","ALD",50,0.1,5,"DP-diffuse",5,"ALD_50_0.1_5_DP-diffuse"
"332","ALD",50,0.1,5,"DP-EB",5,"ALD_50_0.1_5_DP-EB"
"333","ALD",50,0.1,10,"Gaussian",5,"ALD_50_0.1_10_Gaussian"
"334","ALD",50,0.1,10,"T",5,"ALD_50_0.1_10_T"
"335","ALD",50,0.1,10,"DP-diffuse",5,"ALD_50_0.1_10_DP-diffuse"
"336","ALD",50,0.1,10,"DP-EB",5,"ALD_50_0.1_10_DP-EB"
"337","ALD",50,0.5,1,"Gaussian",5,"ALD_50_0.5_1_Gaussian"
"338","ALD",50,0.5,1,"T",5,"ALD_50_0.5_1_T"
"339","ALD",50,0.5,1,"DP-diffuse",5,"ALD_50_0.5_1_DP-diffuse"
"340","ALD",50,0.5,1,"DP-EB",5,"ALD_50_0.5_1_DP-EB"
"341","ALD",50,0.5,5,"Gaussian",5,"ALD_50_0.5_5_Gaussian"
"342","ALD",50,0.5,5,"T",5,"ALD_50_0.5_5_T"
"343","ALD",50,0.5,5,"DP-diffuse",5,"ALD_50_0.5_5_DP-diffuse"
"344","ALD",50,0.5,5,"DP-EB",5,"ALD_50_0.5_5_DP-EB"
"345","ALD",50,0.5,10,"Gaussian",5,"ALD_50_0.5_10_Gaussian"
"346","ALD",50,0.5,10,"T",5,"ALD_50_0.5_10_T"
"347","ALD",50,0.5,10,"DP-diffuse",5,"ALD_50_0.5_10_DP-diffuse"
"348","ALD",50,0.5,10,"DP-EB",5,"ALD_50_0.5_10_DP-EB"
"349","ALD",50,0.9,1,"Gaussian",5,"ALD_50_0.9_1_Gaussian"
"350","ALD",50,0.9,1,"T",5,"ALD_50_0.9_1_T"
"351","ALD",50,0.9,1,"DP-diffuse",5,"ALD_50_0.9_1_DP-diffuse"
"352","ALD",50,0.9,1,"DP-EB",5,"ALD_50_0.9_1_DP-EB"
"353","ALD",50,0.9,5,"Gaussian",5,"ALD_50_0.9_5_Gaussian"
"354","ALD",50,0.9,5,"T",5,"ALD_50_0.9_5_T"
"355","ALD",50,0.9,5,"DP-diffuse",5,"ALD_50_0.9_5_DP-diffuse"
"356","ALD",50,0.9,5,"DP-EB",5,"ALD_50_0.9_5_DP-EB"
"357","ALD",50,0.9,10,"Gaussian",5,"ALD_50_0.9_10_Gaussian"
"358","ALD",50,0.9,10,"T",5,"ALD_50_0.9_10_T"
"359","ALD",50,0.9,10,"DP-diffuse",5,"ALD_50_0.9_10_DP-diffuse"
"360","ALD",50,0.9,10,"DP-EB",5,"ALD_50_0.9_10_DP-EB"
"361","ALD",100,0.1,1,"Gaussian",5,"ALD_100_0.1_1_Gaussian"
"362","ALD",100,0.1,1,"T",5,"ALD_100_0.1_1_T"
"363","ALD",100,0.1,1,"DP-diffuse",5,"ALD_100_0.1_1_DP-diffuse"
"364","ALD",100,0.1,1,"DP-EB",5,"ALD_100_0.1_1_DP-EB"
"365","ALD",100,0.1,5,"Gaussian",5,"ALD_100_0.1_5_Gaussian"
"366","ALD",100,0.1,5,"T",5,"ALD_100_0.1_5_T"
"367","ALD",100,0.1,5,"DP-diffuse",5,"ALD_100_0.1_5_DP-diffuse"
"368","ALD",100,0.1,5,"DP-EB",5,"ALD_100_0.1_5_DP-EB"
"369","ALD",100,0.1,10,"Gaussian",5,"ALD_100_0.1_10_Gaussian"
"370","ALD",100,0.1,10,"T",5,"ALD_100_0.1_10_T"
"371","ALD",100,0.1,10,"DP-diffuse",5,"ALD_100_0.1_10_DP-diffuse"
"372","ALD",100,0.1,10,"DP-EB",5,"ALD_100_0.1_10_DP-EB"
"373","ALD",100,0.5,1,"Gaussian",5,"ALD_100_0.5_1_Gaussian"
"374","ALD",100,0.5,1,"T",5,"ALD_100_0.5_1_T"
"375","ALD",100,0.5,1,"DP-diffuse",5,"ALD_100_0.5_1_DP-diffuse"
"376","ALD",100,0.5,1,"DP-EB",5,"ALD_100_0.5_1_DP-EB"
"377","ALD",100,0.5,5,"Gaussian",5,"ALD_100_0.5_5_Gaussian"
"378","ALD",100,0.5,5,"T",5,"ALD_100_0.5_5_T"
"379","ALD",100,0.5,5,"DP-diffuse",5,"ALD_100_0.5_5_DP-diffuse"
"380","ALD",100,0.5,5,"DP-EB",5,"ALD_100_0.5_5_DP-EB"
"381","ALD",100,0.5,10,"Gaussian",5,"ALD_100_0.5_10_Gaussian"
"382","ALD",100,0.5,10,"T",5,"ALD_100_0.5_10_T"
"383","ALD",100,0.5,10,"DP-diffuse",5,"ALD_100_0.5_10_DP-diffuse"
"384","ALD",100,0.5,10,"DP-EB",5,"ALD_100_0.5_10_DP-EB"
"385","ALD",100,0.9,1,"Gaussian",5,"ALD_100_0.9_1_Gaussian"
"386","ALD",100,0.9,1,"T",5,"ALD_100_0.9_1_T"
"387","ALD",100,0.9,1,"DP-diffuse",5,"ALD_100_0.9_1_DP-diffuse"
"388","ALD",100,0.9,1,"DP-EB",5,"ALD_100_0.9_1_DP-EB"
"389","ALD",100,0.9,5,"Gaussian",5,"ALD_100_0.9_5_Gaussian"
"390","ALD",100,0.9,5,"T",5,"ALD_100_0.9_5_T"
"391","ALD",100,0.9,5,"DP-diffuse",5,"ALD_100_0.9_5_DP-diffuse"
"392","ALD",100,0.9,5,"DP-EB",5,"ALD_100_0.9_5_DP-EB"
"393","ALD",100,0.9,10,"Gaussian",5,"ALD_100_0.9_10_Gaussian"
"394","ALD",100,0.9,10,"T",5,"ALD_100_0.9_10_T"
"395","ALD",100,0.9,10,"DP-diffuse",5,"ALD_100_0.9_10_DP-diffuse"
"396","ALD",100,0.9,10,"DP-EB",5,"ALD_100_0.9_10_DP-EB"
"397","ALD",200,0.1,1,"Gaussian",5,"ALD_200_0.1_1_Gaussian"
"398","ALD",200,0.1,1,"T",5,"ALD_200_0.1_1_T"
"399","ALD",200,0.1,1,"DP-diffuse",5,"ALD_200_0.1_1_DP-diffuse"
"400","ALD",200,0.1,1,"DP-EB",5,"ALD_200_0.1_1_DP-EB"
"401","ALD",200,0.1,5,"Gaussian",5,"ALD_200_0.1_5_Gaussian"
"402","ALD",200,0.1,5,"T",5,"ALD_200_0.1_5_T"
"403","ALD",200,0.1,5,"DP-diffuse",5,"ALD_200_0.1_5_DP-diffuse"
"404","ALD",200,0.1,5,"DP-EB",5,"ALD_200_0.1_5_DP-EB"
"405","ALD",200,0.1,10,"Gaussian",5,"ALD_200_0.1_10_Gaussian"
"406","ALD",200,0.1,10,"T",5,"ALD_200_0.1_10_T"
"407","ALD",200,0.1,10,"DP-diffuse",5,"ALD_200_0.1_10_DP-diffuse"
"408","ALD",200,0.1,10,"DP-EB",5,"ALD_200_0.1_10_DP-EB"
"409","ALD",200,0.5,1,"Gaussian",5,"ALD_200_0.5_1_Gaussian"
"410","ALD",200,0.5,1,"T",5,"ALD_200_0.5_1_T"
"411","ALD",200,0.5,1,"DP-diffuse",5,"ALD_200_0.5_1_DP-diffuse"
"412","ALD",200,0.5,1,"DP-EB",5,"ALD_200_0.5_1_DP-EB"
"413","ALD",200,0.5,5,"Gaussian",5,"ALD_200_0.5_5_Gaussian"
"414","ALD",200,0.5,5,"T",5,"ALD_200_0.5_5_T"
"415","ALD",200,0.5,5,"DP-diffuse",5,"ALD_200_0.5_5_DP-diffuse"
"416","ALD",200,0.5,5,"DP-EB",5,"ALD_200_0.5_5_DP-EB"
"417","ALD",200,0.5,10,"Gaussian",5,"ALD_200_0.5_10_Gaussian"
"418","ALD",200,0.5,10,"T",5,"ALD_200_0.5_10_T"
"419","ALD",200,0.5,10,"DP-diffuse",5,"ALD_200_0.5_10_DP-diffuse"
"420","ALD",200,0.5,10,"DP-EB",5,"ALD_200_0.5_10_DP-EB"
"421","ALD",200,0.9,1,"Gaussian",5,"ALD_200_0.9_1_Gaussian"
"422","ALD",200,0.9,1,"T",5,"ALD_200_0.9_1_T"
"423","ALD",200,0.9,1,"DP-diffuse",5,"ALD_200_0.9_1_DP-diffuse"
"424","ALD",200,0.9,1,"DP-EB",5,"ALD_200_0.9_1_DP-EB"
"425","ALD",200,0.9,5,"Gaussian",5,"ALD_200_0.9_5_Gaussian"
"426","ALD",200,0.9,5,"T",5,"ALD_200_0.9_5_T"
"427","ALD",200,0.9,5,"DP-diffuse",5,"ALD_200_0.9_5_DP-diffuse"
"428","ALD",200,0.9,5,"DP-EB",5,"ALD_200_0.9_5_DP-EB"
"429","ALD",200,0.9,10,"Gaussian",5,"ALD_200_0.9_10_Gaussian"
"430","ALD",200,0.9,10,"T",5,"ALD_200_0.9_10_T"
"431","ALD",200,0.9,10,"DP-diffuse",5,"ALD_200_0.9_10_DP-diffuse"
"432","ALD",200,0.9,10,"DP-EB",5,"ALD_200_0.9_10_DP-EB"
"433","Bimodal",25,0.1,1,"Gaussian",5,"Bimodal_25_0.1_1_Gaussian"
"434","Bimodal",25,0.1,1,"T",5,"Bimodal_25_0.1_1_T"
"435","Bimodal",25,0.1,1,"DP-diffuse",5,"Bimodal_25_0.1_1_DP-diffuse"
"436","Bimodal",25,0.1,1,"DP-EB",5,"Bimodal_25_0.1_1_DP-EB"
"437","Bimodal",25,0.1,5,"Gaussian",5,"Bimodal_25_0.1_5_Gaussian"
"438","Bimodal",25,0.1,5,"T",5,"Bimodal_25_0.1_5_T"
"439","Bimodal",25,0.1,5,"DP-diffuse",5,"Bimodal_25_0.1_5_DP-diffuse"
"440","Bimodal",25,0.1,5,"DP-EB",5,"Bimodal_25_0.1_5_DP-EB"
"441","Bimodal",25,0.1,10,"Gaussian",5,"Bimodal_25_0.1_10_Gaussian"
"442","Bimodal",25,0.1,10,"T",5,"Bimodal_25_0.1_10_T"
"443","Bimodal",25,0.1,10,"DP-diffuse",5,"Bimodal_25_0.1_10_DP-diffuse"
"444","Bimodal",25,0.1,10,"DP-EB",5,"Bimodal_25_0.1_10_DP-EB"
"445","Bimodal",25,0.5,1,"Gaussian",5,"Bimodal_25_0.5_1_Gaussian"
"446","Bimodal",25,0.5,1,"T",5,"Bimodal_25_0.5_1_T"
"447","Bimodal",25,0.5,1,"DP-diffuse",5,"Bimodal_25_0.5_1_DP-diffuse"
"448","Bimodal",25,0.5,1,"DP-EB",5,"Bimodal_25_0.5_1_DP-EB"
"449","Bimodal",25,0.5,5,"Gaussian",5,"Bimodal_25_0.5_5_Gaussian"
"450","Bimodal",25,0.5,5,"T",5,"Bimodal_25_0.5_5_T"
"451","Bimodal",25,0.5,5,"DP-diffuse",5,"Bimodal_25_0.5_5_DP-diffuse"
"452","Bimodal",25,0.5,5,"DP-EB",5,"Bimodal_25_0.5_5_DP-EB"
"453","Bimodal",25,0.5,10,"Gaussian",5,"Bimodal_25_0.5_10_Gaussian"
"454","Bimodal",25,0.5,10,"T",5,"Bimodal_25_0.5_10_T"
"455","Bimodal",25,0.5,10,"DP-diffuse",5,"Bimodal_25_0.5_10_DP-diffuse"
"456","Bimodal",25,0.5,10,"DP-EB",5,"Bimodal_25_0.5_10_DP-EB"
"457","Bimodal",25,0.9,1,"Gaussian",5,"Bimodal_25_0.9_1_Gaussian"
"458","Bimodal",25,0.9,1,"T",5,"Bimodal_25_0.9_1_T"
"459","Bimodal",25,0.9,1,"DP-diffuse",5,"Bimodal_25_0.9_1_DP-diffuse"
"460","Bimodal",25,0.9,1,"DP-EB",5,"Bimodal_25_0.9_1_DP-EB"
"461","Bimodal",25,0.9,5,"Gaussian",5,"Bimodal_25_0.9_5_Gaussian"
"462","Bimodal",25,0.9,5,"T",5,"Bimodal_25_0.9_5_T"
"463","Bimodal",25,0.9,5,"DP-diffuse",5,"Bimodal_25_0.9_5_DP-diffuse"
"464","Bimodal",25,0.9,5,"DP-EB",5,"Bimodal_25_0.9_5_DP-EB"
"465","Bimodal",25,0.9,10,"Gaussian",5,"Bimodal_25_0.9_10_Gaussian"
"466","Bimodal",25,0.9,10,"T",5,"Bimodal_25_0.9_10_T"
"467","Bimodal",25,0.9,10,"DP-diffuse",5,"Bimodal_25_0.9_10_DP-diffuse"
"468","Bimodal",25,0.9,10,"DP-EB",5,"Bimodal_25_0.9_10_DP-EB"
"469","Bimodal",50,0.1,1,"Gaussian",5,"Bimodal_50_0.1_1_Gaussian"
"470","Bimodal",50,0.1,1,"T",5,"Bimodal_50_0.1_1_T"
"471","Bimodal",50,0.1,1,"DP-diffuse",5,"Bimodal_50_0.1_1_DP-diffuse"
"472","Bimodal",50,0.1,1,"DP-EB",5,"Bimodal_50_0.1_1_DP-EB"
"473","Bimodal",50,0.1,5,"Gaussian",5,"Bimodal_50_0.1_5_Gaussian"
"474","Bimodal",50,0.1,5,"T",5,"Bimodal_50_0.1_5_T"
"475","Bimodal",50,0.1,5,"DP-diffuse",5,"Bimodal_50_0.1_5_DP-diffuse"
"476","Bimodal",50,0.1,5,"DP-EB",5,"Bimodal_50_0.1_5_DP-EB"
"477","Bimodal",50,0.1,10,"Gaussian",5,"Bimodal_50_0.1_10_Gaussian"
"478","Bimodal",50,0.1,10,"T",5,"Bimodal_50_0.1_10_T"
"479","Bimodal",50,0.1,10,"DP-diffuse",5,"Bimodal_50_0.1_10_DP-diffuse"
"480","Bimodal",50,0.1,10,"DP-EB",5,"Bimodal_50_0.1_10_DP-EB"
"481","Bimodal",50,0.5,1,"Gaussian",5,"Bimodal_50_0.5_1_Gaussian"
"482","Bimodal",50,0.5,1,"T",5,"Bimodal_50_0.5_1_T"
"483","Bimodal",50,0.5,1,"DP-diffuse",5,"Bimodal_50_0.5_1_DP-diffuse"
"484","Bimodal",50,0.5,1,"DP-EB",5,"Bimodal_50_0.5_1_DP-EB"
"485","Bimodal",50,0.5,5,"Gaussian",5,"Bimodal_50_0.5_5_Gaussian"
"486","Bimodal",50,0.5,5,"T",5,"Bimodal_50_0.5_5_T"
"487","Bimodal",50,0.5,5,"DP-diffuse",5,"Bimodal_50_0.5_5_DP-diffuse"
"488","Bimodal",50,0.5,5,"DP-EB",5,"Bimodal_50_0.5_5_DP-EB"
"489","Bimodal",50,0.5,10,"Gaussian",5,"Bimodal_50_0.5_10_Gaussian"
"490","Bimodal",50,0.5,10,"T",5,"Bimodal_50_0.5_10_T"
"491","Bimodal",50,0.5,10,"DP-diffuse",5,"Bimodal_50_0.5_10_DP-diffuse"
"492","Bimodal",50,0.5,10,"DP-EB",5,"Bimodal_50_0.5_10_DP-EB"
"493","Bimodal",50,0.9,1,"Gaussian",5,"Bimodal_50_0.9_1_Gaussian"
"494","Bimodal",50,0.9,1,"T",5,"Bimodal_50_0.9_1_T"
"495","Bimodal",50,0.9,1,"DP-diffuse",5,"Bimodal_50_0.9_1_DP-diffuse"
"496","Bimodal",50,0.9,1,"DP-EB",5,"Bimodal_50_0.9_1_DP-EB"
"497","Bimodal",50,0.9,5,"Gaussian",5,"Bimodal_50_0.9_5_Gaussian"
"498","Bimodal",50,0.9,5,"T",5,"Bimodal_50_0.9_5_T"
"499","Bimodal",50,0.9,5,"DP-diffuse",5,"Bimodal_50_0.9_5_DP-diffuse"
"500","Bimodal",50,0.9,5,"DP-EB",5,"Bimodal_50_0.9_5_DP-EB"
"501","Bimodal",50,0.9,10,"Gaussian",5,"Bimodal_50_0.9_10_Gaussian"
"502","Bimodal",50,0.9,10,"T",5,"Bimodal_50_0.9_10_T"
"503","Bimodal",50,0.9,10,"DP-diffuse",5,"Bimodal_50_0.9_10_DP-diffuse"
"504","Bimodal",50,0.9,10,"DP-EB",5,"Bimodal_50_0.9_10_DP-EB"
"505","Bimodal",100,0.1,1,"Gaussian",5,"Bimodal_100_0.1_1_Gaussian"
"506","Bimodal",100,0.1,1,"T",5,"Bimodal_100_0.1_1_T"
"507","Bimodal",100,0.1,1,"DP-diffuse",5,"Bimodal_100_0.1_1_DP-diffuse"
"508","Bimodal",100,0.1,1,"DP-EB",5,"Bimodal_100_0.1_1_DP-EB"
"509","Bimodal",100,0.1,5,"Gaussian",5,"Bimodal_100_0.1_5_Gaussian"
"510","Bimodal",100,0.1,5,"T",5,"Bimodal_100_0.1_5_T"
"511","Bimodal",100,0.1,5,"DP-diffuse",5,"Bimodal_100_0.1_5_DP-diffuse"
"512","Bimodal",100,0.1,5,"DP-EB",5,"Bimodal_100_0.1_5_DP-EB"
"513","Bimodal",100,0.1,10,"Gaussian",5,"Bimodal_100_0.1_10_Gaussian"
"514","Bimodal",100,0.1,10,"T",5,"Bimodal_100_0.1_10_T"
"515","Bimodal",100,0.1,10,"DP-diffuse",5,"Bimodal_100_0.1_10_DP-diffuse"
"516","Bimodal",100,0.1,10,"DP-EB",5,"Bimodal_100_0.1_10_DP-EB"
"517","Bimodal",100,0.5,1,"Gaussian",5,"Bimodal_100_0.5_1_Gaussian"
"518","Bimodal",100,0.5,1,"T",5,"Bimodal_100_0.5_1_T"
"519","Bimodal",100,0.5,1,"DP-diffuse",5,"Bimodal_100_0.5_1_DP-diffuse"
"520","Bimodal",100,0.5,1,"DP-EB",5,"Bimodal_100_0.5_1_DP-EB"
"521","Bimodal",100,0.5,5,"Gaussian",5,"Bimodal_100_0.5_5_Gaussian"
"522","Bimodal",100,0.5,5,"T",5,"Bimodal_100_0.5_5_T"
"523","Bimodal",100,0.5,5,"DP-diffuse",5,"Bimodal_100_0.5_5_DP-diffuse"
"524","Bimodal",100,0.5,5,"DP-EB",5,"Bimodal_100_0.5_5_DP-EB"
"525","Bimodal",100,0.5,10,"Gaussian",5,"Bimodal_100_0.5_10_Gaussian"
"526","Bimodal",100,0.5,10,"T",5,"Bimodal_100_0.5_10_T"
"527","Bimodal",100,0.5,10,"DP-diffuse",5,"Bimodal_100_0.5_10_DP-diffuse"
"528","Bimodal",100,0.5,10,"DP-EB",5,"Bimodal_100_0.5_10_DP-EB"
"529","Bimodal",100,0.9,1,"Gaussian",5,"Bimodal_100_0.9_1_Gaussian"
"530","Bimodal",100,0.9,1,"T",5,"Bimodal_100_0.9_1_T"
"531","Bimodal",100,0.9,1,"DP-diffuse",5,"Bimodal_100_0.9_1_DP-diffuse"
"532","Bimodal",100,0.9,1,"DP-EB",5,"Bimodal_100_0.9_1_DP-EB"
"533","Bimodal",100,0.9,5,"Gaussian",5,"Bimodal_100_0.9_5_Gaussian"
"534","Bimodal",100,0.9,5,"T",5,"Bimodal_100_0.9_5_T"
"535","Bimodal",100,0.9,5,"DP-diffuse",5,"Bimodal_100_0.9_5_DP-diffuse"
"536","Bimodal",100,0.9,5,"DP-EB",5,"Bimodal_100_0.9_5_DP-EB"
"537","Bimodal",100,0.9,10,"Gaussian",5,"Bimodal_100_0.9_10_Gaussian"
"538","Bimodal",100,0.9,10,"T",5,"Bimodal_100_0.9_10_T"
"539","Bimodal",100,0.9,10,"DP-diffuse",5,"Bimodal_100_0.9_10_DP-diffuse"
"540","Bimodal",100,0.9,10,"DP-EB",5,"Bimodal_100_0.9_10_DP-EB"
"541","Bimodal",200,0.1,1,"Gaussian",5,"Bimodal_200_0.1_1_Gaussian"
"542","Bimodal",200,0.1,1,"T",5,"Bimodal_200_0.1_1_T"
"543","Bimodal",200,0.1,1,"DP-diffuse",5,"Bimodal_200_0.1_1_DP-diffuse"
"544","Bimodal",200,0.1,1,"DP-EB",5,"Bimodal_200_0.1_1_DP-EB"
"545","Bimodal",200,0.1,5,"Gaussian",5,"Bimodal_200_0.1_5_Gaussian"
"546","Bimodal",200,0.1,5,"T",5,"Bimodal_200_0.1_5_T"
"547","Bimodal",200,0.1,5,"DP-diffuse",5,"Bimodal_200_0.1_5_DP-diffuse"
"548","Bimodal",200,0.1,5,"DP-EB",5,"Bimodal_200_0.1_5_DP-EB"
"549","Bimodal",200,0.1,10,"Gaussian",5,"Bimodal_200_0.1_10_Gaussian"
"550","Bimodal",200,0.1,10,"T",5,"Bimodal_200_0.1_10_T"
"551","Bimodal",200,0.1,10,"DP-diffuse",5,"Bimodal_200_0.1_10_DP-diffuse"
"552","Bimodal",200,0.1,10,"DP-EB",5,"Bimodal_200_0.1_10_DP-EB"
"553","Bimodal",200,0.5,1,"Gaussian",5,"Bimodal_200_0.5_1_Gaussian"
"554","Bimodal",200,0.5,1,"T",5,"Bimodal_200_0.5_1_T"
"555","Bimodal",200,0.5,1,"DP-diffuse",5,"Bimodal_200_0.5_1_DP-diffuse"
"556","Bimodal",200,0.5,1,"DP-EB",5,"Bimodal_200_0.5_1_DP-EB"
"557","Bimodal",200,0.5,5,"Gaussian",5,"Bimodal_200_0.5_5_Gaussian"
"558","Bimodal",200,0.5,5,"T",5,"Bimodal_200_0.5_5_T"
"559","Bimodal",200,0.5,5,"DP-diffuse",5,"Bimodal_200_0.5_5_DP-diffuse"
"560","Bimodal",200,0.5,5,"DP-EB",5,"Bimodal_200_0.5_5_DP-EB"
"561","Bimodal",200,0.5,10,"Gaussian",5,"Bimodal_200_0.5_10_Gaussian"
"562","Bimodal",200,0.5,10,"T",5,"Bimodal_200_0.5_10_T"
"563","Bimodal",200,0.5,10,"DP-diffuse",5,"Bimodal_200_0.5_10_DP-diffuse"
"564","Bimodal",200,0.5,10,"DP-EB",5,"Bimodal_200_0.5_10_DP-EB"
"565","Bimodal",200,0.9,1,"Gaussian",5,"Bimodal_200_0.9_1_Gaussian"
"566","Bimodal",200,0.9,1,"T",5,"Bimodal_200_0.9_1_T"
"567","Bimodal",200,0.9,1,"DP-diffuse",5,"Bimodal_200_0.9_1_DP-diffuse"
"568","Bimodal",200,0.9,1,"DP-EB",5,"Bimodal_200_0.9_1_DP-EB"
"569","Bimodal",200,0.9,5,"Gaussian",5,"Bimodal_200_0.9_5_Gaussian"
"570","Bimodal",200,0.9,5,"T",5,"Bimodal_200_0.9_5_T"
"571","Bimodal",200,0.9,5,"DP-diffuse",5,"Bimodal_200_0.9_5_DP-diffuse"
"572","Bimodal",200,0.9,5,"DP-EB",5,"Bimodal_200_0.9_5_DP-EB"
"573","Bimodal",200,0.9,10,"Gaussian",5,"Bimodal_200_0.9_10_Gaussian"
"574","Bimodal",200,0.9,10,"T",5,"Bimodal_200_0.9_10_T"
