"","truth","N","ICC","rsr","assumed","df","fname","dg_name"
"650","Skew",100,0.1,1,"T",5,"Skew_100_0.1_1_T","Skew_100_0.1_1"
"651","Skew",100,0.1,1,"DP-diffuse",5,"Skew_100_0.1_1_DP-diffuse","Skew_100_0.1_1"
"652","Skew",100,0.1,1,"DP-EB",5,"Skew_100_0.1_1_DP-EB","Skew_100_0.1_1"
"653","Skew",100,0.1,5,"Gaussian",5,"Skew_100_0.1_5_Gaussian","Skew_100_0.1_5"
"654","Skew",100,0.1,5,"T",5,"Skew_100_0.1_5_T","Skew_100_0.1_5"
"655","Skew",100,0.1,5,"DP-diffuse",5,"Skew_100_0.1_5_DP-diffuse","Skew_100_0.1_5"
"656","Skew",100,0.1,5,"DP-EB",5,"Skew_100_0.1_5_DP-EB","Skew_100_0.1_5"
"657","Skew",100,0.1,10,"Gaussian",5,"Skew_100_0.1_10_Gaussian","Skew_100_0.1_10"
"658","Skew",100,0.1,10,"T",5,"Skew_100_0.1_10_T","Skew_100_0.1_10"
"659","Skew",100,0.1,10,"DP-diffuse",5,"Skew_100_0.1_10_DP-diffuse","Skew_100_0.1_10"
"660","Skew",100,0.1,10,"DP-EB",5,"Skew_100_0.1_10_DP-EB","Skew_100_0.1_10"
"661","Skew",100,0.5,1,"Gaussian",5,"Skew_100_0.5_1_Gaussian","Skew_100_0.5_1"
"662","Skew",100,0.5,1,"T",5,"Skew_100_0.5_1_T","Skew_100_0.5_1"
"663","Skew",100,0.5,1,"DP-diffuse",5,"Skew_100_0.5_1_DP-diffuse","Skew_100_0.5_1"
"664","Skew",100,0.5,1,"DP-EB",5,"Skew_100_0.5_1_DP-EB","Skew_100_0.5_1"
"665","Skew",100,0.5,5,"Gaussian",5,"Skew_100_0.5_5_Gaussian","Skew_100_0.5_5"
"666","Skew",100,0.5,5,"T",5,"Skew_100_0.5_5_T","Skew_100_0.5_5"
"667","Skew",100,0.5,5,"DP-diffuse",5,"Skew_100_0.5_5_DP-diffuse","Skew_100_0.5_5"
"668","Skew",100,0.5,5,"DP-EB",5,"Skew_100_0.5_5_DP-EB","Skew_100_0.5_5"
"669","Skew",100,0.5,10,"Gaussian",5,"Skew_100_0.5_10_Gaussian","Skew_100_0.5_10"
"670","Skew",100,0.5,10,"T",5,"Skew_100_0.5_10_T","Skew_100_0.5_10"
"671","Skew",100,0.5,10,"DP-diffuse",5,"Skew_100_0.5_10_DP-diffuse","Skew_100_0.5_10"
"672","Skew",100,0.5,10,"DP-EB",5,"Skew_100_0.5_10_DP-EB","Skew_100_0.5_10"
"673","Skew",100,0.9,1,"Gaussian",5,"Skew_100_0.9_1_Gaussian","Skew_100_0.9_1"
"674","Skew",100,0.9,1,"T",5,"Skew_100_0.9_1_T","Skew_100_0.9_1"
"675","Skew",100,0.9,1,"DP-diffuse",5,"Skew_100_0.9_1_DP-diffuse","Skew_100_0.9_1"
"676","Skew",100,0.9,1,"DP-EB",5,"Skew_100_0.9_1_DP-EB","Skew_100_0.9_1"
"677","Skew",100,0.9,5,"Gaussian",5,"Skew_100_0.9_5_Gaussian","Skew_100_0.9_5"
"678","Skew",100,0.9,5,"T",5,"Skew_100_0.9_5_T","Skew_100_0.9_5"
"679","Skew",100,0.9,5,"DP-diffuse",5,"Skew_100_0.9_5_DP-diffuse","Skew_100_0.9_5"
"680","Skew",100,0.9,5,"DP-EB",5,"Skew_100_0.9_5_DP-EB","Skew_100_0.9_5"
"681","Skew",100,0.9,10,"Gaussian",5,"Skew_100_0.9_10_Gaussian","Skew_100_0.9_10"
"682","Skew",100,0.9,10,"T",5,"Skew_100_0.9_10_T","Skew_100_0.9_10"
"683","Skew",100,0.9,10,"DP-diffuse",5,"Skew_100_0.9_10_DP-diffuse","Skew_100_0.9_10"
"684","Skew",100,0.9,10,"DP-EB",5,"Skew_100_0.9_10_DP-EB","Skew_100_0.9_10"
"685","Skew",200,0.1,1,"Gaussian",5,"Skew_200_0.1_1_Gaussian","Skew_200_0.1_1"
"686","Skew",200,0.1,1,"T",5,"Skew_200_0.1_1_T","Skew_200_0.1_1"
"687","Skew",200,0.1,1,"DP-diffuse",5,"Skew_200_0.1_1_DP-diffuse","Skew_200_0.1_1"
"688","Skew",200,0.1,1,"DP-EB",5,"Skew_200_0.1_1_DP-EB","Skew_200_0.1_1"
"689","Skew",200,0.1,5,"Gaussian",5,"Skew_200_0.1_5_Gaussian","Skew_200_0.1_5"
"690","Skew",200,0.1,5,"T",5,"Skew_200_0.1_5_T","Skew_200_0.1_5"
"691","Skew",200,0.1,5,"DP-diffuse",5,"Skew_200_0.1_5_DP-diffuse","Skew_200_0.1_5"
"692","Skew",200,0.1,5,"DP-EB",5,"Skew_200_0.1_5_DP-EB","Skew_200_0.1_5"
"693","Skew",200,0.1,10,"Gaussian",5,"Skew_200_0.1_10_Gaussian","Skew_200_0.1_10"
"694","Skew",200,0.1,10,"T",5,"Skew_200_0.1_10_T","Skew_200_0.1_10"
"695","Skew",200,0.1,10,"DP-diffuse",5,"Skew_200_0.1_10_DP-diffuse","Skew_200_0.1_10"
"696","Skew",200,0.1,10,"DP-EB",5,"Skew_200_0.1_10_DP-EB","Skew_200_0.1_10"
"697","Skew",200,0.5,1,"Gaussian",5,"Skew_200_0.5_1_Gaussian","Skew_200_0.5_1"
"698","Skew",200,0.5,1,"T",5,"Skew_200_0.5_1_T","Skew_200_0.5_1"
"699","Skew",200,0.5,1,"DP-diffuse",5,"Skew_200_0.5_1_DP-diffuse","Skew_200_0.5_1"
"700","Skew",200,0.5,1,"DP-EB",5,"Skew_200_0.5_1_DP-EB","Skew_200_0.5_1"
"701","Skew",200,0.5,5,"Gaussian",5,"Skew_200_0.5_5_Gaussian","Skew_200_0.5_5"
"702","Skew",200,0.5,5,"T",5,"Skew_200_0.5_5_T","Skew_200_0.5_5"
"703","Skew",200,0.5,5,"DP-diffuse",5,"Skew_200_0.5_5_DP-diffuse","Skew_200_0.5_5"
"704","Skew",200,0.5,5,"DP-EB",5,"Skew_200_0.5_5_DP-EB","Skew_200_0.5_5"
"705","Skew",200,0.5,10,"Gaussian",5,"Skew_200_0.5_10_Gaussian","Skew_200_0.5_10"
"706","Skew",200,0.5,10,"T",5,"Skew_200_0.5_10_T","Skew_200_0.5_10"
"707","Skew",200,0.5,10,"DP-diffuse",5,"Skew_200_0.5_10_DP-diffuse","Skew_200_0.5_10"
"708","Skew",200,0.5,10,"DP-EB",5,"Skew_200_0.5_10_DP-EB","Skew_200_0.5_10"
"709","Skew",200,0.9,1,"Gaussian",5,"Skew_200_0.9_1_Gaussian","Skew_200_0.9_1"
"710","Skew",200,0.9,1,"T",5,"Skew_200_0.9_1_T","Skew_200_0.9_1"
"711","Skew",200,0.9,1,"DP-diffuse",5,"Skew_200_0.9_1_DP-diffuse","Skew_200_0.9_1"
"712","Skew",200,0.9,1,"DP-EB",5,"Skew_200_0.9_1_DP-EB","Skew_200_0.9_1"
"713","Skew",200,0.9,5,"Gaussian",5,"Skew_200_0.9_5_Gaussian","Skew_200_0.9_5"
"714","Skew",200,0.9,5,"T",5,"Skew_200_0.9_5_T","Skew_200_0.9_5"
"715","Skew",200,0.9,5,"DP-diffuse",5,"Skew_200_0.9_5_DP-diffuse","Skew_200_0.9_5"
"716","Skew",200,0.9,5,"DP-EB",5,"Skew_200_0.9_5_DP-EB","Skew_200_0.9_5"
"717","Skew",200,0.9,10,"Gaussian",5,"Skew_200_0.9_10_Gaussian","Skew_200_0.9_10"
"718","Skew",200,0.9,10,"T",5,"Skew_200_0.9_10_T","Skew_200_0.9_10"
"719","Skew",200,0.9,10,"DP-diffuse",5,"Skew_200_0.9_10_DP-diffuse","Skew_200_0.9_10"
"720","Skew",200,0.9,10,"DP-EB",5,"Skew_200_0.9_10_DP-EB","Skew_200_0.9_10"
"721","Mixed",25,0.1,1,"Gaussian",5,"Mixed_25_0.1_1_Gaussian","Mixed_25_0.1_1"
"722","Mixed",25,0.1,1,"T",5,"Mixed_25_0.1_1_T","Mixed_25_0.1_1"
"723","Mixed",25,0.1,1,"DP-diffuse",5,"Mixed_25_0.1_1_DP-diffuse","Mixed_25_0.1_1"
"724","Mixed",25,0.1,1,"DP-EB",5,"Mixed_25_0.1_1_DP-EB","Mixed_25_0.1_1"
"725","Mixed",25,0.1,5,"Gaussian",5,"Mixed_25_0.1_5_Gaussian","Mixed_25_0.1_5"
"726","Mixed",25,0.1,5,"T",5,"Mixed_25_0.1_5_T","Mixed_25_0.1_5"
"727","Mixed",25,0.1,5,"DP-diffuse",5,"Mixed_25_0.1_5_DP-diffuse","Mixed_25_0.1_5"
"728","Mixed",25,0.1,5,"DP-EB",5,"Mixed_25_0.1_5_DP-EB","Mixed_25_0.1_5"
"729","Mixed",25,0.1,10,"Gaussian",5,"Mixed_25_0.1_10_Gaussian","Mixed_25_0.1_10"
"730","Mixed",25,0.1,10,"T",5,"Mixed_25_0.1_10_T","Mixed_25_0.1_10"
"731","Mixed",25,0.1,10,"DP-diffuse",5,"Mixed_25_0.1_10_DP-diffuse","Mixed_25_0.1_10"
"732","Mixed",25,0.1,10,"DP-EB",5,"Mixed_25_0.1_10_DP-EB","Mixed_25_0.1_10"
"733","Mixed",25,0.5,1,"Gaussian",5,"Mixed_25_0.5_1_Gaussian","Mixed_25_0.5_1"
"734","Mixed",25,0.5,1,"T",5,"Mixed_25_0.5_1_T","Mixed_25_0.5_1"
"735","Mixed",25,0.5,1,"DP-diffuse",5,"Mixed_25_0.5_1_DP-diffuse","Mixed_25_0.5_1"
"736","Mixed",25,0.5,1,"DP-EB",5,"Mixed_25_0.5_1_DP-EB","Mixed_25_0.5_1"
"737","Mixed",25,0.5,5,"Gaussian",5,"Mixed_25_0.5_5_Gaussian","Mixed_25_0.5_5"
"738","Mixed",25,0.5,5,"T",5,"Mixed_25_0.5_5_T","Mixed_25_0.5_5"
"739","Mixed",25,0.5,5,"DP-diffuse",5,"Mixed_25_0.5_5_DP-diffuse","Mixed_25_0.5_5"
"740","Mixed",25,0.5,5,"DP-EB",5,"Mixed_25_0.5_5_DP-EB","Mixed_25_0.5_5"
"741","Mixed",25,0.5,10,"Gaussian",5,"Mixed_25_0.5_10_Gaussian","Mixed_25_0.5_10"
"742","Mixed",25,0.5,10,"T",5,"Mixed_25_0.5_10_T","Mixed_25_0.5_10"
"743","Mixed",25,0.5,10,"DP-diffuse",5,"Mixed_25_0.5_10_DP-diffuse","Mixed_25_0.5_10"
"744","Mixed",25,0.5,10,"DP-EB",5,"Mixed_25_0.5_10_DP-EB","Mixed_25_0.5_10"
"745","Mixed",25,0.9,1,"Gaussian",5,"Mixed_25_0.9_1_Gaussian","Mixed_25_0.9_1"
"746","Mixed",25,0.9,1,"T",5,"Mixed_25_0.9_1_T","Mixed_25_0.9_1"
"747","Mixed",25,0.9,1,"DP-diffuse",5,"Mixed_25_0.9_1_DP-diffuse","Mixed_25_0.9_1"
"748","Mixed",25,0.9,1,"DP-EB",5,"Mixed_25_0.9_1_DP-EB","Mixed_25_0.9_1"
"749","Mixed",25,0.9,5,"Gaussian",5,"Mixed_25_0.9_5_Gaussian","Mixed_25_0.9_5"
"750","Mixed",25,0.9,5,"T",5,"Mixed_25_0.9_5_T","Mixed_25_0.9_5"
"751","Mixed",25,0.9,5,"DP-diffuse",5,"Mixed_25_0.9_5_DP-diffuse","Mixed_25_0.9_5"
"752","Mixed",25,0.9,5,"DP-EB",5,"Mixed_25_0.9_5_DP-EB","Mixed_25_0.9_5"
"753","Mixed",25,0.9,10,"Gaussian",5,"Mixed_25_0.9_10_Gaussian","Mixed_25_0.9_10"
"754","Mixed",25,0.9,10,"T",5,"Mixed_25_0.9_10_T","Mixed_25_0.9_10"
"755","Mixed",25,0.9,10,"DP-diffuse",5,"Mixed_25_0.9_10_DP-diffuse","Mixed_25_0.9_10"
"756","Mixed",25,0.9,10,"DP-EB",5,"Mixed_25_0.9_10_DP-EB","Mixed_25_0.9_10"
"757","Mixed",50,0.1,1,"Gaussian",5,"Mixed_50_0.1_1_Gaussian","Mixed_50_0.1_1"
"758","Mixed",50,0.1,1,"T",5,"Mixed_50_0.1_1_T","Mixed_50_0.1_1"
"759","Mixed",50,0.1,1,"DP-diffuse",5,"Mixed_50_0.1_1_DP-diffuse","Mixed_50_0.1_1"
"760","Mixed",50,0.1,1,"DP-EB",5,"Mixed_50_0.1_1_DP-EB","Mixed_50_0.1_1"
"761","Mixed",50,0.1,5,"Gaussian",5,"Mixed_50_0.1_5_Gaussian","Mixed_50_0.1_5"
"762","Mixed",50,0.1,5,"T",5,"Mixed_50_0.1_5_T","Mixed_50_0.1_5"
"763","Mixed",50,0.1,5,"DP-diffuse",5,"Mixed_50_0.1_5_DP-diffuse","Mixed_50_0.1_5"
"764","Mixed",50,0.1,5,"DP-EB",5,"Mixed_50_0.1_5_DP-EB","Mixed_50_0.1_5"
"765","Mixed",50,0.1,10,"Gaussian",5,"Mixed_50_0.1_10_Gaussian","Mixed_50_0.1_10"
"766","Mixed",50,0.1,10,"T",5,"Mixed_50_0.1_10_T","Mixed_50_0.1_10"
"767","Mixed",50,0.1,10,"DP-diffuse",5,"Mixed_50_0.1_10_DP-diffuse","Mixed_50_0.1_10"
"768","Mixed",50,0.1,10,"DP-EB",5,"Mixed_50_0.1_10_DP-EB","Mixed_50_0.1_10"
"769","Mixed",50,0.5,1,"Gaussian",5,"Mixed_50_0.5_1_Gaussian","Mixed_50_0.5_1"
"770","Mixed",50,0.5,1,"T",5,"Mixed_50_0.5_1_T","Mixed_50_0.5_1"
"771","Mixed",50,0.5,1,"DP-diffuse",5,"Mixed_50_0.5_1_DP-diffuse","Mixed_50_0.5_1"
"772","Mixed",50,0.5,1,"DP-EB",5,"Mixed_50_0.5_1_DP-EB","Mixed_50_0.5_1"
"773","Mixed",50,0.5,5,"Gaussian",5,"Mixed_50_0.5_5_Gaussian","Mixed_50_0.5_5"
"774","Mixed",50,0.5,5,"T",5,"Mixed_50_0.5_5_T","Mixed_50_0.5_5"
"775","Mixed",50,0.5,5,"DP-diffuse",5,"Mixed_50_0.5_5_DP-diffuse","Mixed_50_0.5_5"
"776","Mixed",50,0.5,5,"DP-EB",5,"Mixed_50_0.5_5_DP-EB","Mixed_50_0.5_5"
"777","Mixed",50,0.5,10,"Gaussian",5,"Mixed_50_0.5_10_Gaussian","Mixed_50_0.5_10"
"778","Mixed",50,0.5,10,"T",5,"Mixed_50_0.5_10_T","Mixed_50_0.5_10"
"779","Mixed",50,0.5,10,"DP-diffuse",5,"Mixed_50_0.5_10_DP-diffuse","Mixed_50_0.5_10"
"780","Mixed",50,0.5,10,"DP-EB",5,"Mixed_50_0.5_10_DP-EB","Mixed_50_0.5_10"
"781","Mixed",50,0.9,1,"Gaussian",5,"Mixed_50_0.9_1_Gaussian","Mixed_50_0.9_1"
"782","Mixed",50,0.9,1,"T",5,"Mixed_50_0.9_1_T","Mixed_50_0.9_1"
"783","Mixed",50,0.9,1,"DP-diffuse",5,"Mixed_50_0.9_1_DP-diffuse","Mixed_50_0.9_1"
"784","Mixed",50,0.9,1,"DP-EB",5,"Mixed_50_0.9_1_DP-EB","Mixed_50_0.9_1"
"785","Mixed",50,0.9,5,"Gaussian",5,"Mixed_50_0.9_5_Gaussian","Mixed_50_0.9_5"
"786","Mixed",50,0.9,5,"T",5,"Mixed_50_0.9_5_T","Mixed_50_0.9_5"
"787","Mixed",50,0.9,5,"DP-diffuse",5,"Mixed_50_0.9_5_DP-diffuse","Mixed_50_0.9_5"
"788","Mixed",50,0.9,5,"DP-EB",5,"Mixed_50_0.9_5_DP-EB","Mixed_50_0.9_5"
"789","Mixed",50,0.9,10,"Gaussian",5,"Mixed_50_0.9_10_Gaussian","Mixed_50_0.9_10"
"790","Mixed",50,0.9,10,"T",5,"Mixed_50_0.9_10_T","Mixed_50_0.9_10"
"791","Mixed",50,0.9,10,"DP-diffuse",5,"Mixed_50_0.9_10_DP-diffuse","Mixed_50_0.9_10"
"792","Mixed",50,0.9,10,"DP-EB",5,"Mixed_50_0.9_10_DP-EB","Mixed_50_0.9_10"
"793","Mixed",100,0.1,1,"Gaussian",5,"Mixed_100_0.1_1_Gaussian","Mixed_100_0.1_1"
"794","Mixed",100,0.1,1,"T",5,"Mixed_100_0.1_1_T","Mixed_100_0.1_1"
"795","Mixed",100,0.1,1,"DP-diffuse",5,"Mixed_100_0.1_1_DP-diffuse","Mixed_100_0.1_1"
"796","Mixed",100,0.1,1,"DP-EB",5,"Mixed_100_0.1_1_DP-EB","Mixed_100_0.1_1"
"797","Mixed",100,0.1,5,"Gaussian",5,"Mixed_100_0.1_5_Gaussian","Mixed_100_0.1_5"
"798","Mixed",100,0.1,5,"T",5,"Mixed_100_0.1_5_T","Mixed_100_0.1_5"
"799","Mixed",100,0.1,5,"DP-diffuse",5,"Mixed_100_0.1_5_DP-diffuse","Mixed_100_0.1_5"
"800","Mixed",100,0.1,5,"DP-EB",5,"Mixed_100_0.1_5_DP-EB","Mixed_100_0.1_5"
"801","Mixed",100,0.1,10,"Gaussian",5,"Mixed_100_0.1_10_Gaussian","Mixed_100_0.1_10"
"802","Mixed",100,0.1,10,"T",5,"Mixed_100_0.1_10_T","Mixed_100_0.1_10"
"803","Mixed",100,0.1,10,"DP-diffuse",5,"Mixed_100_0.1_10_DP-diffuse","Mixed_100_0.1_10"
"804","Mixed",100,0.1,10,"DP-EB",5,"Mixed_100_0.1_10_DP-EB","Mixed_100_0.1_10"
"805","Mixed",100,0.5,1,"Gaussian",5,"Mixed_100_0.5_1_Gaussian","Mixed_100_0.5_1"
"806","Mixed",100,0.5,1,"T",5,"Mixed_100_0.5_1_T","Mixed_100_0.5_1"
"807","Mixed",100,0.5,1,"DP-diffuse",5,"Mixed_100_0.5_1_DP-diffuse","Mixed_100_0.5_1"
"808","Mixed",100,0.5,1,"DP-EB",5,"Mixed_100_0.5_1_DP-EB","Mixed_100_0.5_1"
"809","Mixed",100,0.5,5,"Gaussian",5,"Mixed_100_0.5_5_Gaussian","Mixed_100_0.5_5"
"810","Mixed",100,0.5,5,"T",5,"Mixed_100_0.5_5_T","Mixed_100_0.5_5"
"811","Mixed",100,0.5,5,"DP-diffuse",5,"Mixed_100_0.5_5_DP-diffuse","Mixed_100_0.5_5"
"812","Mixed",100,0.5,5,"DP-EB",5,"Mixed_100_0.5_5_DP-EB","Mixed_100_0.5_5"
"813","Mixed",100,0.5,10,"Gaussian",5,"Mixed_100_0.5_10_Gaussian","Mixed_100_0.5_10"
"814","Mixed",100,0.5,10,"T",5,"Mixed_100_0.5_10_T","Mixed_100_0.5_10"
"815","Mixed",100,0.5,10,"DP-diffuse",5,"Mixed_100_0.5_10_DP-diffuse","Mixed_100_0.5_10"
"816","Mixed",100,0.5,10,"DP-EB",5,"Mixed_100_0.5_10_DP-EB","Mixed_100_0.5_10"
"817","Mixed",100,0.9,1,"Gaussian",5,"Mixed_100_0.9_1_Gaussian","Mixed_100_0.9_1"
"818","Mixed",100,0.9,1,"T",5,"Mixed_100_0.9_1_T","Mixed_100_0.9_1"
"819","Mixed",100,0.9,1,"DP-diffuse",5,"Mixed_100_0.9_1_DP-diffuse","Mixed_100_0.9_1"
"820","Mixed",100,0.9,1,"DP-EB",5,"Mixed_100_0.9_1_DP-EB","Mixed_100_0.9_1"
"821","Mixed",100,0.9,5,"Gaussian",5,"Mixed_100_0.9_5_Gaussian","Mixed_100_0.9_5"
"822","Mixed",100,0.9,5,"T",5,"Mixed_100_0.9_5_T","Mixed_100_0.9_5"
"823","Mixed",100,0.9,5,"DP-diffuse",5,"Mixed_100_0.9_5_DP-diffuse","Mixed_100_0.9_5"
"824","Mixed",100,0.9,5,"DP-EB",5,"Mixed_100_0.9_5_DP-EB","Mixed_100_0.9_5"
"825","Mixed",100,0.9,10,"Gaussian",5,"Mixed_100_0.9_10_Gaussian","Mixed_100_0.9_10"
"826","Mixed",100,0.9,10,"T",5,"Mixed_100_0.9_10_T","Mixed_100_0.9_10"
"827","Mixed",100,0.9,10,"DP-diffuse",5,"Mixed_100_0.9_10_DP-diffuse","Mixed_100_0.9_10"
"828","Mixed",100,0.9,10,"DP-EB",5,"Mixed_100_0.9_10_DP-EB","Mixed_100_0.9_10"
"829","Mixed",200,0.1,1,"Gaussian",5,"Mixed_200_0.1_1_Gaussian","Mixed_200_0.1_1"
"830","Mixed",200,0.1,1,"T",5,"Mixed_200_0.1_1_T","Mixed_200_0.1_1"
"831","Mixed",200,0.1,1,"DP-diffuse",5,"Mixed_200_0.1_1_DP-diffuse","Mixed_200_0.1_1"
"832","Mixed",200,0.1,1,"DP-EB",5,"Mixed_200_0.1_1_DP-EB","Mixed_200_0.1_1"
"833","Mixed",200,0.1,5,"Gaussian",5,"Mixed_200_0.1_5_Gaussian","Mixed_200_0.1_5"
"834","Mixed",200,0.1,5,"T",5,"Mixed_200_0.1_5_T","Mixed_200_0.1_5"
"835","Mixed",200,0.1,5,"DP-diffuse",5,"Mixed_200_0.1_5_DP-diffuse","Mixed_200_0.1_5"
"836","Mixed",200,0.1,5,"DP-EB",5,"Mixed_200_0.1_5_DP-EB","Mixed_200_0.1_5"
"837","Mixed",200,0.1,10,"Gaussian",5,"Mixed_200_0.1_10_Gaussian","Mixed_200_0.1_10"
"838","Mixed",200,0.1,10,"T",5,"Mixed_200_0.1_10_T","Mixed_200_0.1_10"
"839","Mixed",200,0.1,10,"DP-diffuse",5,"Mixed_200_0.1_10_DP-diffuse","Mixed_200_0.1_10"
"840","Mixed",200,0.1,10,"DP-EB",5,"Mixed_200_0.1_10_DP-EB","Mixed_200_0.1_10"
"841","Mixed",200,0.5,1,"Gaussian",5,"Mixed_200_0.5_1_Gaussian","Mixed_200_0.5_1"
"842","Mixed",200,0.5,1,"T",5,"Mixed_200_0.5_1_T","Mixed_200_0.5_1"
"843","Mixed",200,0.5,1,"DP-diffuse",5,"Mixed_200_0.5_1_DP-diffuse","Mixed_200_0.5_1"
"844","Mixed",200,0.5,1,"DP-EB",5,"Mixed_200_0.5_1_DP-EB","Mixed_200_0.5_1"
"845","Mixed",200,0.5,5,"Gaussian",5,"Mixed_200_0.5_5_Gaussian","Mixed_200_0.5_5"
"846","Mixed",200,0.5,5,"T",5,"Mixed_200_0.5_5_T","Mixed_200_0.5_5"
"847","Mixed",200,0.5,5,"DP-diffuse",5,"Mixed_200_0.5_5_DP-diffuse","Mixed_200_0.5_5"
"848","Mixed",200,0.5,5,"DP-EB",5,"Mixed_200_0.5_5_DP-EB","Mixed_200_0.5_5"
"849","Mixed",200,0.5,10,"Gaussian",5,"Mixed_200_0.5_10_Gaussian","Mixed_200_0.5_10"
"850","Mixed",200,0.5,10,"T",5,"Mixed_200_0.5_10_T","Mixed_200_0.5_10"
"851","Mixed",200,0.5,10,"DP-diffuse",5,"Mixed_200_0.5_10_DP-diffuse","Mixed_200_0.5_10"
"852","Mixed",200,0.5,10,"DP-EB",5,"Mixed_200_0.5_10_DP-EB","Mixed_200_0.5_10"
"853","Mixed",200,0.9,1,"Gaussian",5,"Mixed_200_0.9_1_Gaussian","Mixed_200_0.9_1"
"854","Mixed",200,0.9,1,"T",5,"Mixed_200_0.9_1_T","Mixed_200_0.9_1"
"855","Mixed",200,0.9,1,"DP-diffuse",5,"Mixed_200_0.9_1_DP-diffuse","Mixed_200_0.9_1"
"856","Mixed",200,0.9,1,"DP-EB",5,"Mixed_200_0.9_1_DP-EB","Mixed_200_0.9_1"
"857","Mixed",200,0.9,5,"Gaussian",5,"Mixed_200_0.9_5_Gaussian","Mixed_200_0.9_5"
"858","Mixed",200,0.9,5,"T",5,"Mixed_200_0.9_5_T","Mixed_200_0.9_5"
"859","Mixed",200,0.9,5,"DP-diffuse",5,"Mixed_200_0.9_5_DP-diffuse","Mixed_200_0.9_5"
"860","Mixed",200,0.9,5,"DP-EB",5,"Mixed_200_0.9_5_DP-EB","Mixed_200_0.9_5"
"861","Mixed",200,0.9,10,"Gaussian",5,"Mixed_200_0.9_10_Gaussian","Mixed_200_0.9_10"
"862","Mixed",200,0.9,10,"T",5,"Mixed_200_0.9_10_T","Mixed_200_0.9_10"
"863","Mixed",200,0.9,10,"DP-diffuse",5,"Mixed_200_0.9_10_DP-diffuse","Mixed_200_0.9_10"
"864","Mixed",200,0.9,10,"DP-EB",5,"Mixed_200_0.9_10_DP-EB","Mixed_200_0.9_10"
